519,BMW,Z4 M,44967691,Listvyanskiy,Russia,72QT69J8,Pc generica de pruebas,Baja,Profesor
344,BMW,5 Series,42815248,Baton Rouge,United States,98HA74Y5,Pc generica de pruebas,Baja,Alumno
872,Nissan,Armada,87520858,Zghartā,Lebanon,21MX14I4,Pc generica de pruebas,En uso,Profesor
331,MINI,Clubman,20230475,Hangji,China,74XB78L2,Pc generica de pruebas,Baja,Profesor
975,Pontiac,Firebird,58197093,Huaqiao,China,29OV54N1,Pc generica de pruebas,Baja,Profesor
989,Pontiac,Gemini,41666771,Florencia,Colombia,44OW66G3,Pc generica de pruebas,Baja,Profesor
916,Pontiac,Sunfire,23982250,Nanterre,France,66GB97V9,Pc generica de pruebas,En uso,Alumno
433,Mercedes-Benz,G-Class,77549161,Mönhbulag,Mongolia,15JU27R9,Pc generica de pruebas,Baja,Alumno
270,Hyundai,Elantra,72714855,San Antonio Oeste,Argentina,48EX53S8,Pc generica de pruebas,Baja,Profesor
301,Oldsmobile,Alero,04595948,Sapporo,Japan,71KQ32A5,Pc generica de pruebas,Baja,Profesor
105,GMC,Sierra 2500,82803233,Philadelphia,United States,42ZM44Z0,Pc generica de pruebas,En uso,Profesor
478,Mitsubishi,3000GT,08157627,Jinping,China,88UV97C4,Pc generica de pruebas,En uso,Profesor
689,Volvo,S40,66107392,Kotakan Selatan,Indonesia,31RI68G9,Pc generica de pruebas,Baja,Alumno
124,Lincoln,Navigator,92019299,Yumani,Bolivia,52DK19N4,Pc generica de pruebas,En uso,Alumno
486,Volkswagen,Jetta,49896386,Zwolle,Netherlands,47EI94J7,Pc generica de pruebas,Baja,Alumno
755,Mercedes-Benz,C-Class,47026141,Ankazobe,Madagascar,63LQ98G4,Pc generica de pruebas,En uso,Profesor
320,Chevrolet,Blazer,03529553,Şanā’,Yemen,45SX31P2,Pc generica de pruebas,En uso,Profesor
061,Honda,Accord,15093858,Bascaron,Philippines,49EB05C3,Pc generica de pruebas,En uso,Alumno
373,Mazda,Miata MX-5,02340825,Hesperange,Luxembourg,42PU25I0,Pc generica de pruebas,En uso,Alumno
466,Chevrolet,Tahoe,08792812,Las Lomas,Panama,12TS74Q8,Pc generica de pruebas,Baja,Profesor
437,Buick,Regal,42186454,San Antonio,Philippines,27SK95W9,Pc generica de pruebas,En uso,Alumno
744,Isuzu,Amigo,64986793,Duwakbuter,Indonesia,87OG81E5,Pc generica de pruebas,Baja,Alumno
578,Chrysler,Pacifica,13200289,Damasak,Nigeria,66RF17F1,Pc generica de pruebas,Baja,Alumno
258,Toyota,Sienna,14078048,Kontagora,Nigeria,41LI95Z3,Pc generica de pruebas,Baja,Alumno
047,Cadillac,DeVille,31111452,Cerklje na Gorenjskem,Slovenia,51HS32G3,Pc generica de pruebas,En uso,Profesor
386,Ford,Mustang,10849449,Qitao,China,99WU95N7,Pc generica de pruebas,En uso,Alumno
872,Chevrolet,Caprice,36490869,Youludu Sibage,China,35MA69C4,Pc generica de pruebas,Baja,Profesor
840,Dodge,Ram Van 1500,56201096,Oganlima,Indonesia,37AA76T8,Pc generica de pruebas,Baja,Profesor
049,Pontiac,Grand Prix,36481762,Lukashin,Armenia,63XX42T6,Pc generica de pruebas,En uso,Alumno
318,BMW,Z4 M,12346593,Washington,United States,68NE55P2,Pc generica de pruebas,Baja,Profesor
862,Mercedes-Benz,M-Class,45448614,Ordzhonikidze,Kazakhstan,41IZ26Z3,Pc generica de pruebas,En uso,Profesor
056,BMW,5 Series,98156357,Babakan Baru,Indonesia,85ZD19L8,Pc generica de pruebas,Baja,Alumno
750,Chrysler,PT Cruiser,88482227,Tallahassee,United States,72QL21U9,Pc generica de pruebas,En uso,Profesor
502,Chrysler,Pacifica,02147093,Ruukki,Finland,19EP29V1,Pc generica de pruebas,En uso,Alumno
985,Honda,Insight,86523195,Hushan,China,51OT86L3,Pc generica de pruebas,En uso,Profesor
938,Toyota,Corolla,87197548,Del Rosario,Philippines,53RY86X8,Pc generica de pruebas,En uso,Alumno
172,Hyundai,Accent,06174941,Junxi,China,86AD34T5,Pc generica de pruebas,En uso,Alumno
177,Nissan,Xterra,80592163,Ashkāsham,Afghanistan,13EU25U0,Pc generica de pruebas,Baja,Alumno
221,Chevrolet,G-Series 2500,95652396,Sagarejo,Georgia,53JV25B1,Pc generica de pruebas,Baja,Alumno
332,Lotus,Exige,06930104,Calinaoan Malasin,Philippines,22QC93B3,Pc generica de pruebas,Baja,Profesor
935,Buick,Special,54605123,Takehara,Japan,41ME34X4,Pc generica de pruebas,Baja,Alumno
487,Rolls-Royce,Phantom,72341417,Rucava,Latvia,26TR33L0,Pc generica de pruebas,En uso,Alumno
808,Chevrolet,Camaro,61503100,Georgetown,Saint Vincent and the Grenadines,90VR85V6,Pc generica de pruebas,En uso,Alumno
486,Jaguar,X-Type,65626789,Maae,Indonesia,29HO56F4,Pc generica de pruebas,Baja,Alumno
433,GMC,Yukon XL 1500,01173485,Vamvakoú,Greece,68YI78S3,Pc generica de pruebas,Baja,Profesor
922,Saturn,VUE,36905006,Santa Rosa,Peru,85QO30J6,Pc generica de pruebas,En uso,Alumno
191,Dodge,Ram 2500 Club,68203032,Skien,Norway,06OT87N8,Pc generica de pruebas,Baja,Alumno
178,Chrysler,Sebring,98943571,Diaofeng,China,74HN54A6,Pc generica de pruebas,En uso,Profesor
540,Volkswagen,CC,82168222,Bairan,Philippines,67QG62O5,Pc generica de pruebas,Baja,Profesor
112,Subaru,Brat,79559264,Port Saint Lucie,United States,32CY98O0,Pc generica de pruebas,Baja,Profesor
158,Pontiac,Bonneville,65212450,Makurazaki,Japan,37FB19G5,Pc generica de pruebas,En uso,Alumno
080,Mitsubishi,Outlander,65309803,Caçapava do Sul,Brazil,53PT40T2,Pc generica de pruebas,En uso,Profesor
058,Chevrolet,Tahoe,27777293,Rio Branco do Sul,Brazil,41IX96Z7,Pc generica de pruebas,Baja,Profesor
394,Audi,A3,37885525,Barrio San Luis,Colombia,32WA67X9,Pc generica de pruebas,En uso,Profesor
673,Mitsubishi,Outlander,75414250,Mirotice,Czech Republic,77GT85L0,Pc generica de pruebas,En uso,Alumno
007,Aston Martin,V12 Vantage,98390637,Lahishyn,Belarus,83AT46T3,Pc generica de pruebas,En uso,Alumno
236,BMW,X6 M,72640688,Sadabe,Madagascar,49EU71R5,Pc generica de pruebas,Baja,Profesor
129,Honda,Pilot,52956394,Cabatang,Philippines,02PM57Z1,Pc generica de pruebas,Baja,Profesor
228,Ford,Crown Victoria,39775907,Karlivka,Ukraine,40PG52E7,Pc generica de pruebas,Baja,Profesor
285,Dodge,Ram,03878065,Mandaguari,Brazil,57AC54U3,Pc generica de pruebas,Baja,Alumno
780,Dodge,Dakota,64338870,Beizhuang,China,19OW87H1,Pc generica de pruebas,Baja,Alumno
018,Chevrolet,Tahoe,88689126,Hongguang,China,41UN70M6,Pc generica de pruebas,En uso,Profesor
470,Chevrolet,Suburban 2500,63159195,Nijmegen,Netherlands,33LW11C9,Pc generica de pruebas,Baja,Profesor
504,Chrysler,LHS,49859063,Fubei,China,74AB37X2,Pc generica de pruebas,Baja,Alumno
430,Ford,F-Series,47719443,Slovenj Gradec,Slovenia,81MC68V2,Pc generica de pruebas,En uso,Profesor
652,Buick,Lucerne,47412832,Mekarsari,Indonesia,24ZL05O8,Pc generica de pruebas,Baja,Profesor
445,Acura,Legend,12442647,Pahing Jalatrang,Indonesia,91FV98I7,Pc generica de pruebas,Baja,Profesor
227,Volkswagen,riolet,67439273,Querocotillo,Peru,20YS30A6,Pc generica de pruebas,En uso,Profesor
774,Mazda,626,36359952,Pefkochóri,Greece,07PJ49O8,Pc generica de pruebas,Baja,Profesor
239,Ford,E-Series,07793872,Gedongmulyo,Indonesia,84ZI83S3,Pc generica de pruebas,En uso,Profesor
850,GMC,Safari,36200474,Temuji,Indonesia,96QX77I9,Pc generica de pruebas,En uso,Profesor
122,Jaguar,XJ Series,21074181,Muara,Indonesia,66AS86H1,Pc generica de pruebas,Baja,Profesor
766,Volkswagen,GTI,19926705,Káto Miliá,Greece,04KM56C2,Pc generica de pruebas,Baja,Alumno
153,Ford,F250,72577850,Södertälje,Sweden,29SJ17O3,Pc generica de pruebas,Baja,Alumno
352,Land Rover,Range Rover,42797834,Nizhniye Vyazovyye,Russia,37SQ67A2,Pc generica de pruebas,En uso,Profesor
764,Dodge,Durango,53104721,Las Matas de Farfán,Dominican Republic,45RX63D6,Pc generica de pruebas,Baja,Alumno
479,Dodge,Durango,75012812,Bąków,Poland,97BX98R9,Pc generica de pruebas,Baja,Alumno
909,Buick,Electra,11238282,Pilar do Sul,Brazil,67AD37M0,Pc generica de pruebas,Baja,Alumno
043,Volkswagen,Jetta,86729238,Jiudian,China,99BY07D6,Pc generica de pruebas,Baja,Alumno
547,Lamborghini,Diablo,70031135,Shayuan,China,10WZ23F8,Pc generica de pruebas,Baja,Alumno
923,Pontiac,Solstice,77587931,Shkodër,Albania,82RS11F7,Pc generica de pruebas,Baja,Alumno
168,Lincoln,Town Car,67595636,Bunder,Indonesia,04QD58Q6,Pc generica de pruebas,En uso,Alumno
215,Mercury,Mariner,40637331,Honglu,China,50OF24B0,Pc generica de pruebas,Baja,Alumno
686,Mazda,Mazdaspeed6,83197188,Al Qārah,Saudi Arabia,05HX86R6,Pc generica de pruebas,En uso,Alumno
832,Porsche,968,31282588,Kablukan,Indonesia,98KF36U3,Pc generica de pruebas,Baja,Profesor
501,BMW,M5,98785017,Ashmūn,Egypt,85CZ18Q8,Pc generica de pruebas,En uso,Profesor
294,Buick,Enclave,58177873,Muḩambal,Syria,13WQ74Q8,Pc generica de pruebas,Baja,Alumno
406,Subaru,Legacy,00037754,Subkowy,Poland,81VD59T0,Pc generica de pruebas,Baja,Alumno
683,Oldsmobile,Aurora,66278221,Pires do Rio,Brazil,51UF62F8,Pc generica de pruebas,Baja,Alumno
003,Volkswagen,Golf,02298396,Plaza Huincul,Argentina,48GM71L3,Pc generica de pruebas,Baja,Profesor
192,Mazda,B-Series Plus,58205109,Kalaxilike,China,09TO75F0,Pc generica de pruebas,Baja,Profesor
512,Honda,CR-V,68284253,Taznakht,Morocco,21KV55X7,Pc generica de pruebas,Baja,Alumno
939,Honda,CR-V,07716804,Arţās,Palestinian Territory,22FT20B8,Pc generica de pruebas,En uso,Profesor
853,Mitsubishi,Expo,56946469,Penanggapan,Indonesia,46SH03L5,Pc generica de pruebas,En uso,Profesor
628,Hyundai,Accent,23882727,Taclobo,Philippines,17AS09S3,Pc generica de pruebas,En uso,Profesor
554,Ford,Bronco,61564390,Qionghai,China,41TQ09E8,Pc generica de pruebas,En uso,Profesor
536,Buick,Riviera,95191625,Talata Mafara,Nigeria,11KN74A7,Pc generica de pruebas,En uso,Alumno
182,Cadillac,CTS-V,51639401,Kunyang,China,48AN09Y2,Pc generica de pruebas,Baja,Alumno
959,GMC,Sierra 2500,46111253,La Tinguiña,Peru,75IX96M4,Pc generica de pruebas,En uso,Alumno
158,Honda,S2000,58631971,Cuauhtemoc,Mexico,58FA02T3,Pc generica de pruebas,Baja,Profesor
